date,house3_average,house3_max,house3_min,house3_median,house4_average,house4_max,house4_min,house4_median,house3solar_average,house3solar_max,house3solar_min,house3solar_median
2023-07-21,1119.7977921342394,3940.68,422.0933333333333,924.8466666666666,970.832157474147,5045.493333333333,-1524.4225352112676,1242.98,239.1335955366146,1315.055336,0.0,0.0
2023-07-22,1023.4254825161419,5884.0921052631575,554.16,820.7266666666667,575.2041744503009,4346.72,-1504.8,817.6066666666666,168.67593648797222,1451.769841,0.0,0.0
2023-07-23,1232.758478038071,5805.77027027027,433.8533333333333,911.5333333333331,1019.2067561539033,4670.228571428571,-1425.5866666666666,1026.6493150684933,118.6486593553646,1255.521552,0.0,0.0
2023-07-24,1030.3090021929825,3689.8666666666663,467.34666666666664,902.7799999999999,739.9383693545299,6213.6,-1495.0533333333333,743.6619444444444,99.44407069626736,1127.431373,0.0,0.0
2023-07-25,909.9866552078394,2441.2,415.5466666666666,844.4733333333334,500.2791985416369,4308.907894736842,-1544.8333333333333,680.2044444444444,211.47031732502083,1524.603922,0.0,0.0
2023-07-26,1152.6555466815498,3287.4933333333333,523.0933333333332,961.8799999999999,688.3914669753224,4608.92,-1511.2162162162163,900.5927434283598,252.50568393505557,1265.582677,0.0,0.0
2023-07-27,979.9715414186508,3476.1866666666665,412.0933333333333,695.3933333333333,316.65447319366586,4052.44,-1630.36,720.1933333333334,290.9820493535729,1261.106915,0.0,0.0
2023-07-28,864.5090372850528,3124.835,420.33333333333326,737.6333333333332,448.33607387596965,4114.458095238095,-1504.62,441.77230769230766,230.0065870516146,1262.687195,0.0,0.0
2023-07-29,1026.0707302122237,3849.0,471.88,774.3399999999999,518.2703202998777,4687.500952380952,-1502.5823717948715,398.55252747252746,253.2840253938993,1360.705961,0.0,0.0
2023-07-30,1183.9461495535716,4283.973333333332,426.8666666666666,1021.3933333333332,647.9489641984172,4136.866666666667,-1538.8882051282053,534.1808058608058,249.3250134227743,1250.376151,0.0,0.0
2023-07-31,1282.6403835978836,8267.84,465.28,869.4000000000001,672.2907663998809,6125.329523809524,-1529.327619047619,468.74666666666667,184.41191900815278,1342.643008,0.0,0.0
2023-08-01,1004.7355944113756,3022.44,409.4933333333333,981.8099999999998,357.2358519396709,4018.8153846153846,-1532.4266666666665,376.9512820512821,122.1013055659368,1174.734667,0.0,0.0
2023-08-02,1039.0496207679698,4965.613333333333,417.56,819.86,282.31505992558164,3919.9466666666663,-1501.0666666666666,378.76666666666665,226.24921664710425,1251.470543,0.0,0.0
2023-08-03,873.781027539488,3041.6,468.7466666666666,696.4445833333334,303.76323428982283,4026.0819047619048,-1519.4666666666667,358.72032967032965,302.6199848164132,1297.309644,0.0,0.0
2023-08-04,1153.4447490906084,6231.106666666667,409.7333333333333,685.6795238095237,617.5761347583743,4047.093333333333,-1500.307619047619,498.9917948717949,132.20957810369097,1405.086082,0.0,0.0
2023-08-05,1082.513666363536,3404.0,558.72,926.6858333333332,671.4991882741101,4628.306666666666,-1684.0895238095238,809.8199999999999,200.29547484844096,1377.004996,0.0,0.0
2023-08-06,1254.0945676986073,3997.7219047619046,513.88,974.0733333333333,674.5036451472342,4203.133333333333,-1470.0533333333333,493.94999999999993,168.93586700969095,1424.199544,0.0,0.0
2023-08-07,1152.4823644179894,4234.706666666666,662.5466666666666,946.6199999999999,359.3067914377289,4110.854285714286,-1500.3123809523809,444.8133333333333,165.73906352049306,1242.62451,0.0,0.0
2023-08-08,994.5756948578041,3106.04,539.32,899.3533333333332,366.5471299013486,4068.2266666666665,-1536.4666666666667,365.24285714285713,295.42642164770484,1241.272991,0.0,0.0
2023-08-09,793.2486550488251,2108.853333333333,376.9758333333333,779.29125,272.6589385045895,1633.4666666666667,-1534.8166666666666,802.1757142857143,323.2618499743055,1336.984126,0.0,0.0
2023-08-10,708.2750789517196,1856.9466666666665,416.34666666666664,649.7124999999999,1073.777215017814,4936.0,-1498.6590476190477,1196.3794871794871,164.73809182600348,1490.446118,0.0,0.0
2023-08-11,806.4343813381834,1419.3333333333333,450.3066666666666,730.5715476190476,1093.3147272386518,4525.998095238096,-1157.3128205128205,986.6166666666666,134.7318335429757,1026.624612,0.0,0.0
2023-08-12,943.8486958498676,3867.08,407.14666666666665,740.9533333333334,1101.5652439082905,4794.813333333333,-1479.6419047619047,1116.9833333333331,127.01833046780555,1081.96727,0.0,0.0
2023-08-13,2237.5034912367723,5582.2,467.68,2453.8875,838.2094432082192,4325.52,-1500.7066666666667,526.7109523809524,254.66126839867013,1442.590776,0.0,0.0
2023-08-14,1896.5776942791006,5247.586666666666,497.8533333333333,2163.8933333333334,360.0962097711316,3370.1866666666665,-1517.5333333333333,718.5304761904762,281.5660663536042,1425.151249,0.0,0.0
2023-08-15,1331.0982535548942,4099.96,500.9733333333333,941.5799999999999,568.7090170528332,4689.666666666666,-1513.8,763.475,345.063304866,1335.087668,0.0,0.0
2023-08-16,1711.8501165674602,7176.704761904762,463.06666666666666,1055.4066666666668,600.0252757427756,6902.04,-2335.6266666666666,1206.8009523809524,333.07795748694446,1350.573371,0.0,0.0
2023-08-17,1340.8124768518517,3600.32,507.91523809523807,823.04,948.527869425135,4683.653333333333,-1205.88,1090.7414285714285,83.57089580340278,917.6370729,0.0,0.0
2023-08-18,1363.3417190417833,3691.093333333333,452.14666666666665,886.54,521.8953780074092,4037.973333333333,-1369.9133333333332,488.5780952380952,203.43490146165627,1458.893922,0.0,0.0
2023-08-19,2121.1540847996725,5462.12,605.1866666666666,1948.7866666666664,635.309078175875,4315.100952380952,-1211.4266666666665,682.5169963369964,149.1227910306736,1360.090465,0.0,0.0
2023-08-20,1576.5195483740797,4239.666666666666,668.88,1194.0866666666666,86.8032494384306,4054.3333333333326,-1248.207619047619,352.9010868298368,266.12985156165973,1424.397922,0.0,0.0
2023-08-21,1480.1586447890559,3619.44,600.16,1057.62,329.1712445549072,4413.4,-1237.5638095238096,543.4396428571429,215.84433960629167,1417.051529,0.0,0.0
2023-08-22,1678.5886371527777,4069.1333333333328,644.7866666666666,1246.5466666666666,989.0967680930181,4025.893333333333,-1004.8,675.9499999999999,85.29992267711806,934.3239095,0.0,0.0
2023-08-23,1582.8453614287455,3531.4,673.96,1244.6,373.34798489425816,3866.13641025641,-1224.253333333333,461.6,194.8365637770729,1353.855008,0.0,0.0
2023-08-24,1576.0827715773808,4788.453333333333,710.9333333333333,1210.12,77.13810413930206,3947.836923076923,-1614.2119047619049,366.0338095238095,355.16000424148956,1482.558691,0.0,0.0
2023-08-25,1594.8778410218254,3805.5057142857136,626.8133333333333,1232.6062499999998,203.14669408891532,3019.75,-1420.8961904761904,417.6133333333333,288.19065448300694,1341.485777,0.0,0.0
2023-08-26,1750.2810458002646,4746.228333333333,681.84,1302.2333333333333,537.2007899103212,4444.877948717949,-1217.5266666666666,559.3861904761904,160.077760918625,1047.522624,0.0,0.0
2023-08-27,1704.8320242228835,3814.8066666666664,781.64,1412.2333333333331,458.21589104471917,4118.829523809524,-1647.5076923076924,419.4466666666666,269.7430687501562,1317.441134,0.0,0.0
2023-08-28,1638.0245519179891,5383.493333333333,647.1333333333333,1140.9733333333334,201.00841334557202,3805.683333333333,-1227.0041666666666,375.7390476190476,270.26112566801106,1456.487388,0.0,0.0
2023-08-29,1525.4778561420912,3171.56,666.6133333333332,1131.6533333333332,689.0699411655419,4043.2965384615377,-733.5466666666665,491.8666666666666,43.11112394298394,867.3188261,0.0,0.0
2023-08-30,1652.3412003968251,4233.03619047619,651.1066666666667,1182.8628571428571,545.2220158313908,4113.306666666666,-1205.1019047619047,452.87948717948717,125.57771581076041,1267.247725,0.0,0.0
2023-08-31,1636.4991563326719,3409.693333333333,714.16,1173.6799999999998,699.3268206764301,5013.586666666666,-1214.253333333333,514.3090476190476,196.97581511319098,1320.094146,0.0,0.0
2023-09-01,1627.2930964781744,3653.44,653.9066666666666,1162.7866666666666,148.72127227036083,4189.911428571429,-1215.7466666666667,402.95589743589744,302.0676098178368,1459.166053,0.0,0.0
2023-09-02,1222.2708152832893,4080.2666666666664,774.1580952380953,1047.5333333333333,560.7142909701274,4474.188717948718,-1323.6466666666665,481.8727243589743,368.1377580011146,1333.91794,0.0,0.0
2023-09-03,1975.8186413942085,6473.333333333333,753.8,1596.32,362.23358159201905,3348.1066666666666,-1264.16,674.657619047619,387.8699737147917,1437.620779,0.0,0.0
2023-09-04,1519.8501620370369,3238.0133333333333,684.08,1183.6066666666666,573.6342943283568,4532.942857142857,-1268.3971428571429,520.0779487179487,163.78616625936806,1076.241574,0.0,0.0
2023-09-05,1603.3492414847883,4167.625714285714,690.9066666666666,1228.8371428571427,471.01356666385306,4779.573333333333,-1266.49,834.5433333333333,284.6960801906215,1586.384612,0.0,0.0
2023-09-06,1478.6449582506614,3969.600833333333,626.4666666666666,1181.0333333333333,176.20782508964803,4676.6,-2314.2742857142857,416.0333333333333,376.49500647181253,1526.102607,0.0,0.0
2023-09-07,1596.348484710039,5531.613333333333,588.7333333333332,1200.1533333333332,352.6576748656943,4142.4,-1519.4266666666665,572.4501785714285,184.8452594970903,1366.992157,0.0,0.0
2023-09-08,1906.4036669146824,5851.986666666667,628.48,1552.2066666666665,827.3449732414576,4443.751501831502,-1502.1733333333332,632.2271794871795,100.85255464876042,1087.912197,0.0,0.0
2023-09-09,1298.8757506613756,4993.453333333333,640.52,1047.769523809524,314.2332543729419,4607.326666666667,-1545.6933333333332,529.2533333333333,289.62145490118405,1559.878835,0.0,0.0
2023-09-10,1570.2096866732802,5762.213333333333,674.3816666666667,1247.253333333333,404.24156302127653,4288.026666666667,-1509.507619047619,408.75642857142856,186.1482389349132,1288.983669,0.0,0.0
2023-09-11,1484.625763671331,4724.706666666666,641.9866666666667,1131.8666666666668,156.90293818718183,4312.142857142857,-1631.1933333333332,399.7264285714285,315.8329930140209,1484.072455,0.0,0.0
2023-09-12,1203.5651160163138,3800.3466666666664,564.0,1026.253333333333,7.4489848445853415,4491.6580952380955,-1593.2523809523807,425.24428571428575,356.0140664203194,1503.637708,0.0,0.0
